cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"20093","16002","25357","","All America Bank","Oklahoma City","OK","73128","3/31/2020","6/2/2020","NM","200 S. Rockwell Ave.","","7","0","","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","6216","1193","5023","730","597","0","468","","129","3160","1837","241","1082","1730","0","0","1730","0","1730","0","1730","81","1063","0","1730"
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","3/31/2020","6/2/2020","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","28","0","","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","57449","11473","45976","10990","2720","0","627","","2093","32160","19754","2750","9656","5546","0","1093","4453","0","4453","0","4453","2917","2000","0","4453"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","3/31/2020","6/2/2020","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","2921","220","2701","0","453","13","143","","297","1953","1149","151","653","1201","9","0","1210","0","1210","0","1210","-1","0","0","1201"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","3/31/2020","6/2/2020","NM","100 Jefferson St.","ALLIANCE BANCSHARES INC","16","0","","4","1","Hopkins","","","6/16/1927","1/1/1934","3/6/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","8873","1285","7588","150","2561","0","553","","2008","7578","3912","1512","2154","2421","6","0","2427","0","2427","0","2427","55","0","0","2421"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","3/31/2020","6/2/2020","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","1319","231","1088","65","63","0","29","","34","760","453","67","240","326","0","94","232","0","232","0","232","-2","330","0","232"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","3/31/2020","6/2/2020","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","","2","1","Buffalo","","","1/1/1900","1/1/1934","10/1/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","1970","453","1517","30","247","3","50","0","194","1250","809","87","354","484","0","32","452","0","452","0","452","-5","428","0","452"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","3/31/2020","6/2/2020","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","7","0","","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","7010","1184","5826","75","1068","0","164","0","904","4290","2766","414","1110","2529","0","750","1779","0","1779","0","1779","-8","7400","0","1779"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","3/31/2020","6/2/2020","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","5","0","","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","2869","620","2249","120","457","0","44","","413","1865","1132","238","495","721","0","167","554","0","554","0","554","-1","725","0","554"
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","3/31/2020","6/2/2020","NM","292 W. Main Ave","PBD HOLDINGS LLC","4","0","","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","WWW.ALLIANCEBANKNC.COM","1685","240","1445","0","64","0","31","","33","1278","760","90","428","231","82","72","241","0","241","0","241","-7","40","0","176.22"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","3/31/2020","6/2/2020","NM","4721 Bosque Blvd","ABCT HOLDINGS INC","5","0","","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","3604","965","2639","20","183","0","63","","120","2131","1243","267","621","671","94","144","621","0","621","0","621","3","0","0","544.86"
"9631","0","924937","1406971","Alliance Community Bank","Petersburg","IL","62675","3/31/2020","6/2/2020","NM","321 N. 6th St.","AC BCORP INC","4","0","","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankacb.com","2369","297","2072","75","415","1","83","","331","1866","982","115","769","546","137","12","671","0","671","0","671","-1","800","0","536.74"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","3/31/2020","6/2/2020","NM","101 E. Broadway","NEMO BANCSHARES INC","5","0","","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","1757","302","1455","100","289","0","131","0","158","1464","830","116","518","180","-11","0","169","0","169","0","169","2","184","0","180"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","3/31/2020","6/2/2020","SB","3201 Orchard Rd","ALLIED FIRST BCORP INC","1","0","","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","905","196","709","25","21608","0","17","","21591","21069","15145","381","5543","1223","0","345","878","0","878","0","878","-7","0","0","878"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","3/31/2020","6/2/2020","SM","114 E. Main St.","ALLNATIONS BCORP INC","2","0","","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","381","23","358","100","25","0","9","","16","432","238","30","164","-149","2","-38","-109","0","-109","0","-109","2","0","0","-110.58"
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","3/31/2020","6/2/2020","SM","200 W. Civic Ctr. Dr.","ALLY FINANCIAL INC","1","0","","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","1996000","732000","1264000","929000","471000","0","2000","0","469000","830000","325000","18000","487000","-24000","67000","6000","37000","0","37000","0","37000","264000","400000","0","-20620"
"58424","0","3633173","","Alma Bank","Astoria","NY","11102","3/31/2020","6/2/2020","NM","28-31 31st St.","","12","0","","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","12417","3832","8585","860","692","0","399","0","293","7831","4922","1173","1736","586","0","42","544","0","544","0","544","873","0","0","544"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","3/31/2020","6/2/2020","NM","500 Main St.","ALMENA INVESTMENTS LLC","2","0","","2","1","Norton","","","1/1/1934","10/3/1936","2/4/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","988","356","632","0","78","0","5","0","73","811","389","131","291","-101","10","0","-91","0","-91","0","-91","-796","0","0","-101"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","3/31/2020","6/2/2020","NM","2200 Grand Ave.","ALPINE BANKS OF COLORADO","46","0","","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","40233","1014","39219","2270","11213","1053","2294","0","7866","34497","18675","4139","11683","13665","345","2465","11545","0","11519","26","11545","629","5100","0","11262.1"
"35377","0","2889227","","Alpine Capital Bank","New York","NY","10019","3/31/2020","6/2/2020","NM","680 5th Ave, 7th Fl.","","1","0","","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","2015","148","1867","-453","60","0","0","","60","1678","706","221","751","702","10","90","622","0","622","0","622","0","1680","0","613.3"
"12773","10791","984379","2748995","Altabank","American Fork","UT","84003","3/31/2020","6/2/2020","NM","33 E. Main St.","PEOPLES UTAH BCORP","28","0","","4","0","Utah","39340","Provo-Orem, UT","1/1/1913","1/1/1934","11/12/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","www.altabank.com","29384","2167","27217","650","3989","0","780","","3209","16085","10844","1537","3704","14471","0","3454","11017","0","11017","0","11017","289","3700","385","11017"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","3/31/2020","6/2/2020","NM","206 Jackson St.","ALTAMAHA BANCSHARES INC","4","0","","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.altamaha.bank","2110","242","1868","135","296","0","175","","121","1577","913","202","462","452","0","0","452","0","452","0","452","76","655","0","452"
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","3/31/2020","6/2/2020","NM","26 Court Sq.","ALTON BANCSHARES INC","2","0","","2","1","Oregon","","","4/17/1924","1/1/1934","6/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","904","215","689","50","94","0","70","","24","477","313","47","117","256","1","0","257","0","257","0","257","31","78","0","256"
"27711","153","777870","","Altoona First Savings Bank","Altoona","PA","16603","3/31/2020","6/2/2020","SB","203 N. Logan Blvd.","","5","0","","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","2596","539","2057","140","228","0","159","","69","1665","767","174","724","480","0","204","276","0","276","0","276","7","0","0","276"
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","3/31/2020","6/2/2020","NM","518 College Ave.","GRACE INV CO INC ESOP THE","5","0","","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","4730","949","3781","900","241","0","66","","175","1673","863","109","701","1449","2","0","1451","0","1451","0","1451","413","0","0","1449"
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","3/31/2020","6/2/2020","NM","275 7th Ave.","WORKERS UNITED","12","0","","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","48640","3932","44708","8588","8600","4085","2236","0","2279","32270","17386","6207","8677","12450","499","3404","9545","0","9545","0","9545","87","2517","-6411","9150.79"
"903","10892","397531","1020676","Amalgamated Bank of Chicago","Chicago","IL","60602","3/31/2020","6/2/2020","NM","30 N. Lasalle St.","AMALGAMATED INVESTMENTS CO","2","0","","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","7813","426","7387","615","4770","3559","447","","764","9674","4960","883","3831","1868","-20","460","1388","0","1388","0","1388","323","450","0","1403.8"
"14531","10978","353555","1107205","Amarillo National Bank","Amarillo","TX","79101","3/31/2020","6/2/2020","N","410 S Taylor","AMARILLO NATIONAL BCORP INC","32","0","","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","61388","12508","48880","8300","15940","3904","2159","0","9877","34427","20215","2742","11470","22093","-591","0","21502","0","21502","0","21502","6293","12079","0","22093"
"28701","2179","206174","","Ambler Savings Bank","Ambler","PA","19002","3/31/2020","6/2/2020","SB","155 E Butler Ave","","10","0","","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","3755","996","2759","0","87","0","14","","73","2006","1179","242","585","840","11","147","704","0","704","0","704","154","0","0","694.87"
"6423","9315","9807","2611718","Amboy Bank","Old Bridge","NJ","8857","3/31/2020","6/2/2020","SM","3590 Nj Hwy. 9 S.","AMBOY BCORP","24","0","","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","1/4/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","21548","4807","16741","0","-6760","77","312","0","-7149","10493","5108","1183","4202","-512","20","0","-492","0","-492","0","-492","-170","14918","0","-512"
"22953","14111","83638","1135972","Amerant Bank, National Association","Coral Gables","FL","33134","3/31/2020","6/2/2020","N","220 Alhambra Circle","AMERANT BCORP INC","27","0","","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/17/1979","9/17/1979","10/23/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.amerantbank.com","71311","21394","49917","22000","11492","686","3748","0","7058","42922","29326","4896","8700","-3513","9620","1267","4840","0","4840","0","4840","1274","0","338","-2759.8"
"27267","0","1169650","","Amerasia Bank","Flushing","NY","11355","3/31/2020","6/2/2020","NM","41-06 Main St.","","6","0","","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","9711","2396","7315","0","284","0","192","","92","2981","1931","470","580","4618","0","1246","3372","0","3372","0","3372","-4","0","0","3372"
"8893","0","440857","1064492","America's Community Bank","Blue Springs","MO","64015","3/31/2020","6/2/2020","SM","1100 W. Main St.","URICH BCORP INC","1","0","","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.amcommbank.com","384","98","286","4","23","0","3","","20","249","131","24","94","56","0","0","56","0","56","0","56","0","0","0","56"
"20311","10556","630555","1121993","American Bank","Bozeman","MT","59715","3/31/2020","6/2/2020","NM","1632 W. Main St.","GUARANTY DEVELOPMENT CO","6","0","","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.americanbankmontana.com","4739","466","4273","150","314","0","85","","229","3061","1914","427","720","1376","0","0","1376","0","1376","0","1376","1","900","0","1376"
